numTreatments,instCode,name,type,journals,dois,country,country_name,region
23,UFRJ,Universidade Federal Rural do Rio de Janeiro,HERBARIUM,Zoosystematics and Evolution;ZooKeys,10.3897/zse.94.29872;10.3897/zse.94.28085;10.3897/zse.94.21321;10.3897/zse.93.20906;10.3897/zse.94.22106;10.3897/zookeys.645.10920;10.3897/zookeys.640.9690;10.3897/zse.96.46509;10.3897/zse.96.48952;10.3897/zse.94.22685;10.3897/zookeys.771.24921;10.3897/zse.97.61006,BR,Brazil,GS
23,SMNH,Saitama Museum of Natural History,,Zoosystematics and Evolution;ZooKeys,10.3897/zse.93.11314;10.3897/zookeys.724.21415;10.3897/zookeys.840.33878;10.3897/zookeys.915.47563;10.3897/zookeys.876.36743;10.3897/zookeys.1010.58759,JP,Japan,GN
23,NHMSU,,,ZooKeys,10.3897/zookeys.894.38327;10.3897/zookeys.790.25793;10.3897/zookeys.777.24917;10.3897/zookeys.661.10677;10.3897/zookeys.988.56188,,,
23,KU,Kwangsi University,HERBARIUM,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.796.21432;10.3897/zookeys.766.24523;10.3897/zse.93.10188,CN,China,GS
23,EGRC,,,ZooKeys,10.3897/zookeys.787.26948,,,
23,MZUTI,,,ZooKeys,10.3897/zookeys.766.24523;10.3897/zookeys.673.12108;10.3897/zookeys.541.6058,,,
22,EUMJ,Ehime University,,ZooKeys;Deutsche Entomologische Zeitschrift;Journal of Hymenoptera Research,10.3897/zookeys.820.31527;10.3897/zookeys.805.28757;10.3897/zookeys.855.35677;10.3897/dez.63.8386;10.3897/zookeys.553.6576;10.3897/zookeys.933.48771;10.3897/zookeys.938.51614;10.3897/zookeys.568.7125;10.3897/jhr.80.56178;10.3897/JHR.45.5301,JP,Japan,GN
22,KSMA,,,ZooKeys;Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift,10.3897/zookeys.898.37531;10.3897/jhr.69.32561;10.3897/zookeys.742.22854;10.3897/zookeys.716.21150;10.3897/zookeys.979.52059;10.3897/zookeys.977.56314;10.3897/jhr.76.38340;10.3897/dez.67.46662;10.3897/zookeys.1029.63940;10.3897/jhr.82.65252;10.3897/zookeys.771.24165;10.3897/zookeys.545.6308;10.3897/jhr.76.50193,,,
22,KIZ,"Kunming Institute of Zoology, Chinese Academy of Sciences",,ZooKeys,10.3897/zookeys.781.27354;10.3897/zookeys.744.21742;10.3897/zookeys.665.11609;10.3897/zookeys.646.11049;10.3897/zookeys.968.56677;10.3897/zookeys.1009.59693;10.3897/zookeys.1018.61033;10.3897/zookeys.734.21153,CN,China,GS
22,UCDC,R. M. Bohart Museum of Entomology,MUSEUM,ZooKeys,10.3897/zookeys.778.25775;10.3897/zookeys.528.6001,US,United States,GN
22,ICMP,International Collection of Micro-organisms from Plants,,MycoKeys,10.3897/mycokeys.34.25124;10.3897/mycokeys.38.28011,NZ,New Zealand,GN
22,OSUM,"Ohio State University, Museum of Biological Diversity",,Subterranean Biology,10.3897/subtbiol.25.23463,,,
22,SDEI,Senckenberg Deutsches Entomologisches Institut,OTHER_TYPE_RESEARCH_INSTITUTION_BIOREPOSITORY,ZooKeys;Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift,10.3897/zookeys.699.12031;10.3897/zookeys.664.11881;10.3897/zookeys.973.51435;10.3897/jhr.74.39299;10.3897/dez.68.60611;10.3897/jhr.72.38908;10.3897/jhr.72.39339;10.3897/zookeys.639.10893,DE,Germany,GN
22,SNUC,,,ZooKeys,10.3897/zookeys.694.13802;10.3897/zookeys.775.22620;10.3897/zookeys.522.6109;10.3897/zookeys.740.20458;10.3897/zookeys.852.31611;10.3897/zookeys.846.32568;10.3897/zookeys.539.6256;10.3897/zookeys.568.7622;10.3897/zookeys.664.11881;10.3897/zookeys.592.8769;10.3897/zookeys.663.11635;10.3897/zookeys.987.53648,,,
22,PBZT,Parc Botanique et Zoologique de Tsimbazaza,,ZooKeys,10.3897/zookeys.949.51269,MG,Madagascar,GN
22,IOZ,,,ZooKeys,10.3897/zookeys.995.55981;10.3897/zookeys.545.6111,,,
22,ECKU,,,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/nl.40.11184,,,
22,CMW,Tree Pathology Cooperative Program,,MycoKeys,10.3897/mycokeys.60.39069;10.3897/mycokeys.68.50035,ZA,South Africa,GS
21,UMMZ,University of Michigan Museum of Zoology,UNIVERSITY_COLLEGE,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.883.37586;10.3897/zse.95.32818;10.3897/zookeys.660.11394;10.3897/zookeys.615.8125;10.3897/zookeys.546.6533;10.3897/zse.97.59143,US,United States,GN
21,DCBU,Universidade Federal de Sao Carlos,,Journal of Hymenoptera Research;ZooKeys,10.3897/JHR.46.6661;10.3897/JHR.49.7862;10.3897/jhr.68.30131;10.3897/zookeys.976.56751;10.3897/jhr.82.62345,BR,Brazil,GS
21,USDA,United States Department of Agriculture,,ZooKeys;PhytoKeys,10.3897/zookeys.797.29138;10.3897/phytokeys.115.31704;10.3897/zookeys.527.6087;10.3897/zookeys.532.6587;10.3897/zookeys.591.7731;10.3897/zookeys.546.6443,US,United States,GN
21,BORN,"Institute for Tropical Biology and Conservation, Borneensis",,ZooKeys,10.3897/zookeys.777.23212;10.3897/zookeys.907.36563,MY,Malaysia,GS
21,ZSFQ,,,ZooKeys,10.3897/zookeys.766.24523;10.3897/zookeys.673.12108,,,
21,HKAS,Cryptogamic Herbarium of Kunming Institute of Botany,,MycoKeys,10.3897/mycokeys.34.25124;10.3897/mycokeys.59.36823;10.3897/mycokeys.70.54149;10.3897/mycokeys.62.36633;10.3897/mycokeys.79.60662,CN,China,GS
21,KUN,"Kunming Institute of Botany, Chinese Academy of Sciences",HERBARIUM,PhytoKeys;MycoKeys;ZooKeys,10.3897/phytokeys.109.27566;10.3897/phytokeys.130.35047;10.3897/phytokeys.130.34153;10.3897/phytokeys.157.32729;10.3897/phytokeys.166.58831;10.3897/phytokeys.157.50246;10.3897/phytokeys.156.49137;10.3897/mycokeys.67.51020;10.3897/zookeys.568.7733;10.3897/phytokeys.171.59562;10.3897/phytokeys.177.63346,CN,China,GS
21,NCSM,North Carolina Museum of Natural Sciences,MUSEUM,ZooKeys,10.3897/zookeys.846.33200;10.3897/zookeys.1030.62544,US,United States,GN
21,NMS,National Museum of Scotland - Natural Sciences,MUSEUM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.639.10893;10.3897/jhr.82.64657;10.3897/jhr.72.39339,GB,United Kingdom,GN
21,FMR,Facultad de Medicina,,MycoKeys,10.3897/mycokeys.44.29742;10.3897/mycokeys.68.51667;10.3897/mycokeys.77.60862,ES,Spain,GN
21,MNHW,,,ZooKeys,10.3897/zookeys.821.29019;10.3897/zookeys.523.6103;10.3897/zookeys.554.6120;10.3897/zookeys.1009.59205;10.3897/zookeys.1010.58348,,,
21,RCWS,,,ZooKeys,10.3897/zookeys.800.26292,,,
21,Botanical Garden,,,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.53.9890;10.3897/zookeys.640.10334;10.3897/zookeys.639.10893,,,
21,MNHP,Princeton University,,ZooKeys,10.3897/zookeys.530.6047,US,United States,GN
20,ECOSUR,El Colegio de la Frontera Sur (Mexico),MUSEUM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.893.39594;10.3897/jhr.55.12209;10.3897/zookeys.671.12052;10.3897/zookeys.546.6175;10.3897/zookeys.1016.55071,MX,Mexico,GS
20,MALUZ,,,ZooKeys,10.3897/zookeys.803.28124;10.3897/zookeys.768.24423;10.3897/zookeys.669.11773;10.3897/zookeys.1019.59881,,,
20,NMP,National Museum (Prague),,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.63.12754;10.3897/zookeys.753.22366;10.3897/zookeys.615.9179;10.3897/zookeys.1024.56927;10.3897/zookeys.1035.65767,CZ,Czechia,GN
20,BR,Embrapa Agrobiology Diazothrophic Microbial Culture Collection,,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.133.38694,BR,Brazil,GS
20,ABS,Archbold Biological Station,OTHER_TYPE_RESEARCH_INSTITUTION_BIOREPOSITORY,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.755.23939;10.3897/zookeys.533.6004;10.3897/jhr.80.59466,US,United States,GN
20,LUNZ,Lincoln University Entomology Research Museum,,ZooKeys,10.3897/zookeys.707.12649,NZ,New Zealand,GN
20,ZMHB,Museum fuer Naturkunde der Humboldt-Universitat,,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.699.12031;10.3897/zookeys.879.37721;10.3897/zookeys.667.6080;10.3897/zookeys.537.6115;10.3897/zookeys.635.9915;10.3897/zookeys.609.9327;10.3897/nl.39.9090,DE,Germany,GN
20,MVZ,"Museum of Vertebrate Zoology, University of California Berkeley",MUSEUM,ZooKeys,10.3897/zookeys.846.33200;10.3897/zookeys.562.6124,US,United States,GN
20,LKCNHM,"Lee Kong Chian Natural History Museum, Faculty of Science, National University of Singapore, Singapore",MUSEUM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.661.10677;10.3897/zookeys.798.28107;10.3897/JHR.50.8652;10.3897/zookeys.743.22696;10.3897/zookeys.551.6686;10.3897/zookeys.636.10592;10.3897/zookeys.627.8629;10.3897/zookeys.618.9451,SG,Singapore,GN
20,UFFE,,,ZooKeys,10.3897/zookeys.995.55981,,,
20,SHNU,,,ZooKeys,10.3897/zookeys.880.34712;10.3897/zookeys.709.14755;10.3897/zookeys.684.13514;10.3897/zookeys.595.8784;10.3897/zookeys.936.48577;10.3897/zookeys.595.8752,,,
20,RCZT,,,ZooKeys,10.3897/zookeys.800.26292,,,
20,CGCM,,,ZooKeys,10.3897/zookeys.566.7344;10.3897/zookeys.566.6982,,,
19,KMNH,Kitakyushu Museum of Natural History and Human History,HERBARIUM,Deutsche Entomologische Zeitschrift;ZooKeys,10.3897/dez.65.26261;10.3897/zookeys.933.48771;10.3897/zookeys.646.10701;10.3897/zookeys.638.10329;10.3897/zookeys.620.9924;10.3897/zookeys.520.5943,JP,Japan,GN
19,ZMUT,"University of Tokyo, Department of Zoology",,ZooKeys,10.3897/zookeys.825.29029;10.3897/zookeys.878.37845;10.3897/zookeys.906.47978;10.3897/zookeys.935.50492;10.3897/zookeys.661.10677;10.3897/zookeys.568.6872;10.3897/zookeys.1004.58537,JP,Japan,GN
19,DEBU,"Ontario Insect Collection, University of Guelph",,ZooKeys,10.3897/zookeys.884.36154;10.3897/zookeys.896.36493;10.3897/zookeys.755.23939,CA,Canada,GN
19,MZH,Finnish Museum of Natural History,MUSEUM,ZooKeys;Journal of Hymenoptera Research;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/jhr.67.28810;10.3897/nl.41.23395;10.3897/zookeys.584.8171;10.3897/nl.43.54916;10.3897/zookeys.992.53975,FI,Finland,GN
19,KH,Korea National Arboretum,HERBARIUM,PhytoKeys;ZooKeys,10.3897/phytokeys.89.21004;10.3897/phytokeys.161.53019;10.3897/zookeys.619.10043,KR,"Korea, Republic of",GN
19,SANC,Agricultural Research Council-Plant Protection Research Institute,MUSEUM,ZooKeys,10.3897/zookeys.879.37721;10.3897/zookeys.688.13632;10.3897/zookeys.963.53470;10.3897/zookeys.558.6112,ZA,South Africa,GS
19,ISAM,,,ZooKeys,10.3897/zookeys.879.37721;10.3897/zookeys.848.34207;10.3897/zookeys.688.13632;10.3897/zookeys.963.53470,,,
19,SNHM,Schiele Museum of Natural History,,ZooKeys,10.3897/zookeys.686.11468;10.3897/zookeys.620.9372;10.3897/zookeys.789.27356;10.3897/zookeys.754.24210;10.3897/zookeys.740.20458;10.3897/zookeys.879.34404;10.3897/zookeys.534.6036;10.3897/zookeys.604.8737;10.3897/zookeys.1003.60210,,,
19,Naturalis Biodiversity Center,,,ZooKeys,10.3897/zookeys.619.10043;10.3897/zookeys.606.9310,,,
19,PUCV,Pontifical Catholic University of Valparaíso,,ZooKeys,10.3897/zookeys.591.7731,CL,Chile,GS
18,IRSNB,,,Zoosystematics and Evolution;ZooKeys,10.3897/zse.95.31488;10.3897/zookeys.664.11881;10.3897/zookeys.656.8914;10.3897/zookeys.615.9179,,,
18,NWUX,,,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.57.11766;10.3897/jhr.62.23196;10.3897/zookeys.663.11874;10.3897/zookeys.926.47270;10.3897/zookeys.1038.64978;10.3897/JHR.45.5069;10.3897/jhr.52.9806;10.3897/zookeys.537.6592;10.3897/zookeys.612.9751,,,
18,MECN,Museo Ecuadoriano de Ciencias Naturales,,ZooKeys,10.3897/zookeys.793.26712;10.3897/zookeys.780.26977;10.3897/zookeys.707.20759;10.3897/zookeys.593.8063;10.3897/zookeys.640.10344;10.3897/zookeys.594.8295,EC,Ecuador,GS
18,UMSP,University of Minnesota Insect Collection,UNIVERSITY_COLLEGE,ZooKeys,10.3897/zookeys.793.26712;10.3897/zookeys.780.26977;10.3897/zookeys.640.10344;10.3897/zookeys.984.53587,US,United States,GN
18,TMMC,Texas Memorial Museum,,ZooKeys,10.3897/zookeys.787.26948,US,United States,GN
18,MMUE,Museum of Manchester University,,ZooKeys,10.3897/zookeys.777.26745;10.3897/zookeys.906.47978;10.3897/zookeys.1035.65767,GB,United Kingdom,GN
18,ISLA,,,ZooKeys;Subterranean Biology,10.3897/zookeys.753.20805;10.3897/subtbiol.36.54034;10.3897/zookeys.790.27193;10.3897/subtbiol.27.25777;10.3897/zookeys.726.19778;10.3897/zookeys.589.7951;10.3897/zookeys.600.8580;10.3897/zookeys.622.8682;10.3897/subtbiol.37.60483,,,
18,SZPT,Shenzhen Polytechnic,,ZooKeys,10.3897/zookeys.857.29011;10.3897/zookeys.852.31611;10.3897/zookeys.993.53805,CN,China,GS
18,RCKN,,,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/nl.43.54916,,,
18,MNHA,,,ZooKeys,10.3897/zookeys.990.55542,,,
17,UCRC,,,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.836.32634;10.3897/jhr.57.12892;10.3897/zookeys.736.20883;10.3897/zookeys.544.6074;10.3897/zookeys.658.11569;10.3897/zookeys.648.10935;10.3897/jhr.76.48004,,,
17,INHS,Illinois Natural History Survey,OTHER_TYPE_RESEARCH_INSTITUTION_BIOREPOSITORY,ZooKeys;Subterranean Biology,10.3897/zookeys.829.28718;10.3897/subtbiol.17.7660;10.3897/zookeys.736.20883;10.3897/zookeys.725.20777;10.3897/zookeys.679.12805;10.3897/zookeys.562.7478;10.3897/zookeys.646.10912,US,United States,GN
17,KUZ,Zoological Collection of the Kyoto University,,Zoosystematics and Evolution;ZooKeys,10.3897/zse.91.7616;10.3897/zookeys.668.12181;10.3897/zookeys.553.6723;10.3897/zse.97.64473,JP,Japan,GN
17,MNHNPY,,,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.71.35754;10.3897/zookeys.648.10935,,,
17,ASUIC,,,ZooKeys,10.3897/zookeys.787.26948,,,
17,MZUA,,,ZooKeys,10.3897/zookeys.766.24523;10.3897/zookeys.751.20541,,,
17,EA,,,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.63.6262,,,
17,NUOL,,,ZooKeys,10.3897/zookeys.846.33200;10.3897/zookeys.589.7933,,,
17,YMF,Key Laboratory of Industrial Microbiology & Fermentation Technology,,MycoKeys,10.3897/mycokeys.40.23828;10.3897/mycokeys.73.54054;10.3897/mycokeys.48.32147;10.3897/mycokeys.44.30295;10.3897/mycokeys.80.64624;10.3897/mycokeys.76.57410,CN,China,GS
17,SBNM,,,ZooKeys,10.3897/zookeys.681.12522,,,
17,EUM,,,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.990.55542;10.3897/jhr.53.11027,,,
17,THNHM,,,ZooKeys,10.3897/zookeys.795.28384;10.3897/zookeys.775.26893;10.3897/zookeys.729.21378;10.3897/zookeys.842.33609;10.3897/zookeys.980.54100;10.3897/zookeys.1028.62347,,,
16,TMAG,Tasmanian Museum & Art Gallery,,Evolutionary Systematics;ZooKeys,10.3897/evolsyst.1.14847;10.3897/zookeys.827.32969;10.3897/zookeys.652.12035;10.3897/zookeys.1012.57172,AU,Australia,GN
16,PNGNM,,,Zoosystematics and Evolution,10.3897/zse.93.11576;10.3897/zse.92.7629,,,
16,ELKU,,,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.897.38529;10.3897/jhr.63.23671;10.3897/zookeys.668.11896;10.3897/jhr.80.56178;10.3897/zookeys.775.24945;10.3897/zookeys.736.20739;10.3897/zookeys.651.10336;10.3897/zookeys.958.54300;10.3897/zookeys.656.8914;10.3897/zookeys.571.7780,,,
16,RPSP,Universidade de Sao Paulo,,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.67.29733;10.3897/zookeys.539.6529;10.3897/jhr.81.60048,BR,Brazil,GS
16,NECJU,,,ZooKeys,10.3897/zookeys.777.24729;10.3897/zookeys.935.49843,,,
16,FLMNH,Florida Museum of Natural History,MUSEUM,Zoosystematics and Evolution;ZooKeys,10.3897/zse.95.33880;10.3897/zookeys.527.6087;10.3897/zookeys.533.6004,US,United States,GN
16,KPMNH,,,ZooKeys,10.3897/zookeys.855.35677;10.3897/zookeys.990.55542,,,
16,UMS,Universiti Malaysia Sabah,,ZooKeys,10.3897/zookeys.531.6097,MY,Malaysia,GS
16,CMN,Canadian Museum of Nature,MUSEUM,ZooKeys,10.3897/zookeys.681.12522;10.3897/zookeys.743.23029,CA,Canada,GN
16,RGM,"Naturalis Biodiversity Center, Geology & Paleontology Collections",MUSEUM,ZooKeys,10.3897/zookeys.619.10043;10.3897/zookeys.770.25365,NL,Netherlands,GN
16,UIMNH,"University of Illinois, Museum of Natural History",MUSEUM,ZooKeys,10.3897/zookeys.985.56974;10.3897/zookeys.562.6124,US,United States,GN
16,MSB,Ludwig-Maximilians-Universität,HERBARIUM,ZooKeys,10.3897/zookeys.562.6124;10.3897/zookeys.892.38868,DE,Germany,GN
16,LIPI,,,ZooKeys,10.3897/zookeys.820.29363;10.3897/zookeys.529.6326;10.3897/zookeys.529.6421;10.3897/zookeys.539.6541;10.3897/zookeys.660.11847;10.3897/zookeys.605.9338,,,
16,IEXA,,,ZooKeys,10.3897/zookeys.882.35532;10.3897/zookeys.747.22731;10.3897/zookeys.743.23029;10.3897/zookeys.736.21628;10.3897/zookeys.702.14728;10.3897/zookeys.993.49434,,,
16,RCJJ,,,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/nl.43.54916,,,
16,DTC,,,Evolutionary Systematics,10.3897/evolsyst.1.14969,,,
15,NMKE,National Museum of Kenya,,Journal of Hymenoptera Research;ZooKeys,10.3897/JHR.49.7714;10.3897/zookeys.693.13012;10.3897/zookeys.565.7185;10.3897/zookeys.585.7503,KE,Kenya,GS
15,NKU,Nankai University,HERBARIUM,Zoosystematics and Evolution;ZooKeys,10.3897/zse.94.25460;10.3897/zookeys.840.30434;10.3897/zookeys.686.13680;10.3897/zookeys.1036.63814;10.3897/zookeys.1040.66527,CN,China,GS
15,UFMG,,,ZooKeys;Subterranean Biology;Journal of Hymenoptera Research,10.3897/zookeys.814.29906;10.3897/zookeys.724.20680;10.3897/zookeys.589.7951;10.3897/zookeys.622.8682;10.3897/subtbiol.36.54034;10.3897/jhr.81.60048,,,
15,UHIM,The University of Hawaii Insect Museum,MUSEUM,ZooKeys,10.3897/zookeys.797.29138;10.3897/zookeys.876.38096;10.3897/zookeys.973.55327,US,United States,GN
15,QVM,Queen Victoria Museum,,ZooKeys,10.3897/zookeys.754.25704;10.3897/zookeys.687.14872;10.3897/zookeys.652.12035;10.3897/zookeys.632.10657,AU,Australia,GN
15,MSPU,,,ZooKeys,10.3897/zookeys.750.22764;10.3897/zookeys.737.21191;10.3897/zookeys.673.12084;10.3897/zookeys.1005.54882;10.3897/zookeys.658.11227,,,
15,SBMNH,Santa Barbara Museum of Natural History,MUSEUM,ZooKeys;Subterranean Biology,10.3897/zookeys.860.33597;10.3897/zookeys.860.19961;10.3897/zookeys.622.9411;10.3897/zookeys.615.8125;10.3897/zookeys.601.9040;10.3897/subtbiol.38.64762,US,United States,GN
15,NEFU,,,ZooKeys,10.3897/zookeys.662.11809;10.3897/zookeys.985.54047;10.3897/zookeys.584.8129;10.3897/zookeys.1017.62256;10.3897/zookeys.1023.61580,,,
15,AMG,Albany Museum,,ZooKeys,10.3897/zookeys.963.53470,ZA,South Africa,GS
15,MNHNSD,"Museo Nacional de Historia Natural, Santo Domingo",,ZooKeys,10.3897/zookeys.681.12522,DO,Dominican Republic,GS
15,ASU,,,ZooKeys,10.3897/zookeys.562.6124,,,
15,TNHC,"Texas Memorial Museum, Texas Natural History Collection",,ZooKeys,10.3897/zookeys.562.6124,US,United States,GN
15,UAZ,University of Arizona,,ZooKeys,10.3897/zookeys.562.6124,US,United States,GN
15,MSBA,,,ZooKeys,10.3897/zookeys.1007.60012;10.3897/zookeys.580.8153,,,
15,SWU,Sungshin Women's University,HERBARIUM,ZooKeys,10.3897/zookeys.709.14755;10.3897/zookeys.852.31611;10.3897/zookeys.1021.59526;10.3897/zookeys.1026.61570;10.3897/zookeys.1036.63232,KR,"Korea, Republic of",GN
15,Zoological Museum,,,ZooKeys,10.3897/zookeys.619.10043,,,
15,Muséum,,,ZooKeys,10.3897/zookeys.619.10043,,,
15,University of Copenhagen,,,ZooKeys,10.3897/zookeys.619.10043,,,
15,University of Tokyo,,,ZooKeys,10.3897/zookeys.619.10043,,,
15,UFSC,,,ZooKeys,10.3897/zookeys.1033.60686,,,
14,WFBM,W.F. Barr Entomological Collection,,ZooKeys,10.3897/zookeys.797.29138;10.3897/zookeys.876.38096,US,United States,GN
14,UAT,Universidad Autónoma de Tamaulipas,HERBARIUM,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.58.12919;10.3897/zookeys.974.54536;10.3897/jhr.55.11452,MX,Mexico,GS
14,BME,,,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.70.34206;10.3897/jhr.81.60048;10.3897/zookeys.851.31802,,,
14,CIB,Chengdu Institute of Biology,,ZooKeys,10.3897/zookeys.776.22925;10.3897/zookeys.1025.62305;10.3897/zookeys.1036.56919;10.3897/zookeys.594.8768;10.3897/zookeys.615.9179,CN,China,GS
14,BM,Bristol Museum,,PhytoKeys;ZooKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.73.10365;10.3897/phytokeys.61.7258;10.3897/phytokeys.57.6489;10.3897/phytokeys.57.5784;10.3897/zookeys.562.7310,GB,United Kingdom,GN
14,VNM,Institute of Tropical Biology,HERBARIUM,PhytoKeys,10.3897/phytokeys.69.9821;10.3897/phytokeys.62.7974;10.3897/phytokeys.149.51710;10.3897/phytokeys.65.6726;10.3897/phytokeys.57.6347,VN,Viet Nam,GN
14,OUM,Oxford University Museum of Natural History,,ZooKeys,10.3897/zookeys.758.24169;10.3897/zookeys.639.10893;10.3897/zookeys.596.8332,GB,United Kingdom,GN
14,National Museum,,,Zoosystematics and Evolution,10.3897/zse.92.7629,,,
14,IACC,Instituto Agronomico de Campinas,,ZooKeys,10.3897/zookeys.707.12649,BR,Brazil,GS
14,DNUE,,,Journal of Hymenoptera Research,10.3897/jhr.75.47006,,,
14,SMNE,,,ZooKeys,10.3897/zookeys.999.58747,,,
13,QSBG,,,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.837.32057;10.3897/jhr.57.12892;10.3897/jhr.57.12462;10.3897/zookeys.829.28718;10.3897/jhr.54.11662;10.3897/jhr.62.20888;10.3897/jhr.70.34206;10.3897/zookeys.725.20777,,,
13,ICN,"Instituto de Ciencias Naturales, Museo de Historia Natural",,ZooKeys,10.3897/zookeys.830.31433;10.3897/zookeys.541.6297;10.3897/zookeys.665.11371;10.3897/zookeys.601.7704,CO,Colombia,GS
13,MACN,Museo Argentino de Ciencias Naturales Bernardino Rivadavia,MUSEUM,Zoosystematics and Evolution;Journal of Hymenoptera Research;ZooKeys,10.3897/zse.95.34958;10.3897/jhr.61.20742;10.3897/zookeys.532.6078;10.3897/zookeys.628.9805;10.3897/zookeys.589.8291;10.3897/zookeys.546.6175,AR,Argentina,GS
13,UADBA,"University dAntananarivo, Department de Biologie Animale",,Zoosystematics and Evolution,10.3897/zse.94.21037;10.3897/zse.92.9945;10.3897/zse.93.10188,MG,Madagascar,GN
13,SYSU,National Sun Yat-Sen University,HERBARIUM,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.889.34690;10.3897/zookeys.738.21711;10.3897/dez.67.50078;10.3897/dez.68.66200,TW,Taiwan,GN
13,ZMKU,Kiev Zoological Museum,,Nota Lepidopterologica;ZooKeys,10.3897/nl.40.13085;10.3897/nl.41.23395;10.3897/zookeys.846.33200;10.3897/zookeys.1023.61081;10.3897/zookeys.1036.64880,UA,Ukraine,GS
13,PMA,Provincial Museum of Alberta,,PhytoKeys,10.3897/phytokeys.77.11190;10.3897/phytokeys.57.6489,CA,Canada,GN
