numTreatments,instCode,name,type,journals,dois,country,country_name,region
3,UNESP,,,ZooKeys,10.3897/zookeys.1001.58447;10.3897/zookeys.675.12024;10.3897/zookeys.621.9662,,,
3,YZU,Yuzhou University,HERBARIUM,ZooKeys;MycoKeys,10.3897/zookeys.604.8203;10.3897/mycokeys.78.64853,CN,China,GS
3,FML,Fundacion Miguel Lillo,,ZooKeys,10.3897/zookeys.588.7906;10.3897/zookeys.865.32878,AR,Argentina,GS
3,TKPM,Tokushima Prefectural Museum,HERBARIUM,ZooKeys,10.3897/zookeys.568.7733,JP,Japan,GN
3,BRNM,Moravian Museum,HERBARIUM,MycoKeys,10.3897/mycokeys.76.58179,CZ,Czechia,GN
3,PUAC,,,ZooKeys,10.3897/zookeys.1010.58436;10.3897/zookeys.526.5971;10.3897/zookeys.605.9087,,,
3,ISEZ,,,ZooKeys,10.3897/zookeys.1021.63147;10.3897/zookeys.677.12435,,,
3,NASU,,,ZooKeys,10.3897/zookeys.1040.64280,,,
3,PMSL,Slovenian Museum of Natural History (Prirodosloveni Muzej Slovenije),,Deutsche Entomologische Zeitschrift,10.3897/dez.66.31754,SI,Slovenia,GN
3,AICF,,,ZooKeys,10.3897/zookeys.881.34646,,,
3,BJMNH,,,ZooKeys,10.3897/zookeys.880.34712,,,
3,DWBC,,,ZooKeys,10.3897/zookeys.893.47059,,,
3,DPDC,,,ZooKeys,10.3897/zookeys.893.47059,,,
3,SJRC,,,ZooKeys,10.3897/zookeys.893.47059,,,
3,DEKC,,,ZooKeys,10.3897/zookeys.893.47059,,,
3,DSC,Dalton State College,,ZooKeys,10.3897/zookeys.893.47059,,,
3,RCGB,,,ZooKeys,10.3897/zookeys.800.26292;10.3897/zookeys.537.6090,,,
3,RCPT,,,ZooKeys,10.3897/zookeys.800.26292,,,
3,RCSP,,,ZooKeys,10.3897/zookeys.800.26292,,,
3,CEHI,,,ZooKeys,10.3897/zookeys.796.24540;10.3897/zookeys.789.26165,,,
3,ENV,,,Journal of Hymenoptera Research,10.3897/jhr.52.10067;10.3897/jhr.62.21858,,,
3,Great Smoky Mountains National Park,,,Journal of Hymenoptera Research,10.3897/jhr.53.10369,,,
3,NPU,,,ZooKeys;Subterranean Biology,10.3897/zookeys.793.25005;10.3897/zookeys.710.13941;10.3897/subtbiol.37.55376,,,
3,TM,"Teylers Museum, Paleontologische",,ZooKeys,10.3897/zookeys.788.26068;10.3897/zookeys.788.26480,DE,Germany,GN
3,JS,,,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.788.26480;10.3897/dez.68.60611,,,
3,UY1,,,ZooKeys,10.3897/zookeys.785.27422,,,
3,INBAC,,,ZooKeys,10.3897/zookeys.780.25859,,,
3,CAVAISC,,,ZooKeys,10.3897/zookeys.771.24921;10.3897/zookeys.600.8580;10.3897/zookeys.632.9337,,,
3,CASAU,,,ZooKeys,10.3897/zookeys.769.26152;10.3897/zookeys.716.21349,,,
3,OLL,,,ZooKeys,10.3897/zookeys.764.24581;10.3897/zookeys.561.7417,,,
3,GBOWS,,,PhytoKeys,10.3897/phytokeys.109.27566,,,
3,National Tropical Botanical Garden(NTBG),,,PhytoKeys,10.3897/phytokeys.76.11637,,,
3,National Tropical Botanical Garden,,,PhytoKeys,10.3897/phytokeys.76.11637,,,
3,Maui Nui Plant Extinction Prevention Program (PEPP),,,PhytoKeys,10.3897/phytokeys.76.11637,,,
3,Hacettepe University,,,PhytoKeys,10.3897/phytokeys.75.10244,,,
3,Royal Botanic Gardens,,,PhytoKeys,10.3897/phytokeys.68.8803,,,
3,Botanic Garden,,,PhytoKeys,10.3897/phytokeys.68.8803,,,
3,Singapore Botanic Gardens,,,PhytoKeys,10.3897/phytokeys.68.8803,,,
3,KGB,,,ZooKeys,10.3897/zookeys.759.22981,,,
3,CAB,,,ZooKeys,10.3897/zookeys.753.22366,,,
3,DWC,West Chester University,HERBARIUM,ZooKeys,10.3897/zookeys.753.22366,US,United States,GN
3,UMCRC,,,ZooKeys,10.3897/zookeys.853.30595;10.3897/zookeys.1029.63023,,,
3,MBLI,,,ZooKeys,10.3897/zookeys.853.30595;10.3897/zookeys.1029.63023,,,
3,IBBL,,,ZooKeys,10.3897/zookeys.831.31515,,,
3,HDBI,,,ZooKeys,10.3897/zookeys.688.11261,,,
3,PMJ,Phyletisches Museum,,ZooKeys,10.3897/zookeys.537.6090,DE,Germany,GN
3,AN,,,ZooKeys,10.3897/zookeys.541.6297,,,
3,NIAS,,,Journal of Hymenoptera Research,10.3897/jhr.75.47006,,,
3,CFMR,"U.S. Forest Service, NRS, Center for Forest Mycology Research",HERBARIUM,MycoKeys,10.3897/mycokeys.40.28700,US,United States,GN
3,BDN,,,ZooKeys,10.3897/zookeys.545.6000;10.3897/zookeys.634.10323,,,
3,ERC,,,ZooKeys,10.3897/zookeys.552.6096,,,
3,EJNU,,,ZooKeys,10.3897/zookeys.574.6129,,,
3,WSKC,,,ZooKeys,10.3897/zookeys.577.7301,,,
3,MRGC,,,ZooKeys,10.3897/zookeys.584.8065,,,
3,CHNUFPI,,,ZooKeys,10.3897/zookeys.589.7951,,,
3,Museum of Zoology,,,ZooKeys,10.3897/zookeys.614.9368,,,
3,University of British Columbia,,,ZooKeys,10.3897/zookeys.614.9368,,,
3,"Museum of Zoology, Pontificia Universidad Católica, Quito, Ecuador (QCAZ)",,,ZooKeys,10.3897/zookeys.614.9368,,,
3,"Spencer Entomological Collection at the Beaty Biodiversity Museum, University of British Columbia(UBC-SEM)",,,ZooKeys,10.3897/zookeys.614.9368,,,
3,ECO-CHZ,,,ZooKeys,10.3897/zookeys.671.12052,,,
3,NMMU,,,ZooKeys,10.3897/zookeys.657.11623,,,
3,Tullie House Museum,,,ZooKeys,10.3897/zookeys.639.10893,,,
3,UMC,,,ZooKeys,10.3897/zookeys.973.54026,,,
3,RCEF,,,MycoKeys,10.3897/mycokeys.73.56905,,,
3,ZM-CBSU,,,ZooKeys,10.3897/zookeys.636.10571;10.3897/zookeys.579.7665;10.3897/zookeys.572.7377,,,
3,SYUG,,,ZooKeys,10.3897/zookeys.635.9915,,,
3,National Museum of Natural History,,,ZooKeys,10.3897/zookeys.635.10535,,,
3,Muséum National d'Histoire Naturelle,,,ZooKeys,10.3897/zookeys.632.9652,,,
3,Department of Entomology,,,ZooKeys,10.3897/zookeys.629.10121,,,
3,Islamic Azad University,,,ZooKeys,10.3897/zookeys.629.10121,,,
3,South China Agricultural University,,,ZooKeys,10.3897/zookeys.625.9846,,,
3,Anhui University(ANU),,,ZooKeys,10.3897/zookeys.625.9846,,,
3,Museum of Comparative Zoology,,,ZooKeys,10.3897/zookeys.618.9692,,,
3,MCWNU,,,ZooKeys,10.3897/zookeys.609.8250,,,
3,LMNH,Museum d'Histoire naturelle,,Nota Lepidopterologica,10.3897/nl.43.54916,FR,France,GN
3,RCMN,,,Nota Lepidopterologica,10.3897/nl.43.54916,,,
3,HMIM,Jardí Botànic Marimurtra,HERBARIUM,Nota Lepidopterologica;ZooKeys,10.3897/nl.43.49128;10.3897/zookeys.1005.56353,ES,Spain,GN
3,GUCC,,,MycoKeys,10.3897/mycokeys.63.49264;10.3897/mycokeys.57.35448,,,
3,HGUP,,,MycoKeys,10.3897/mycokeys.63.49264;10.3897/mycokeys.57.35448,,,
3,Everglades National Park,,,ZooKeys,10.3897/zookeys.603.7480,,,
3,MNKB,,,ZooKeys,10.3897/zookeys.592.8180,,,
3,JNC,,,ZooKeys,10.3897/zookeys.568.7733,,,
3,FKH,,,Zoosystematics and Evolution,10.3897/zse.97.57202,,,
3,UAE,,,ZooKeys,10.3897/zookeys.1014.60426,,,
3,JHAC,,,ZooKeys,10.3897/zookeys.1029.63940,,,
3,TRU,Royal Cornwall Museum,HERBARIUM,ZooKeys,10.3897/zookeys.1034.60411,GB,United Kingdom,GN
2,NIGP,Naking Institute of Geology and Palaeontology,,Deutsche Entomologische Zeitschrift;ZooKeys,10.3897/dez.64.11724;10.3897/zookeys.1005.57629,CN,China,GS
2,MSNV,Museo Civico di Storia Naturale di Venezia,,ZooKeys,10.3897/zookeys.835.33166;10.3897/zookeys.736.20739,IT,Italy,GN
2,TFRI,Taiwan Fisheries Research Institute,,ZooKeys,10.3897/zookeys.829.29708,TW,Taiwan,GN
2,SKS,,,ZooKeys,10.3897/zookeys.829.28718;10.3897/zookeys.725.20777,,,
2,NMNU,,,ZooKeys,10.3897/zookeys.825.29029,,,
2,PIN,"Paleontological Institute, Russian Academy of Sciences",,ZooKeys,10.3897/zookeys.886.38828;10.3897/zookeys.973.53940,RU,Russian Federation,GN
2,CNP-IBUNAM,,,ZooKeys,10.3897/zookeys.883.37586,,,
2,CEBUMAG-ENT,,,ZooKeys,10.3897/zookeys.882.35532,,,
2,KGU,Geology and Mineralogy Museum,,ZooKeys,10.3897/zookeys.897.38529,RU,Russian Federation,GN
2,MNCNM,,,ZooKeys,10.3897/zookeys.810.26910,,,
2,UW,University of Washington Fish Collection,MUSEUM,ZooKeys,10.3897/zookeys.809.29280,US,United States,GN
2,IRIPP,Iranian Research Institute of Plant Protection; Agricultural Zoology Museum of Iran,MUSEUM,ZooKeys,10.3897/zookeys.801.23340;10.3897/zookeys.582.7199,IR,"Iran, Islamic Republic of",GN
2,GXNU,,,Journal of Hymenoptera Research,10.3897/jhr.68.30784,,,
2,CNUB,,,Journal of Hymenoptera Research,10.3897/jhr.72.35502;10.3897/jhr.81.57792,,,
2,LP,Laboratory of Palaeontology,,Journal of Hymenoptera Research,10.3897/jhr.72.38908,RU,Russian Federation,GN
2,UVC,"Coleccion de Anfibios y Reptiles, Universidad del Valle, Cali",,ZooKeys,10.3897/zookeys.794.26936,CO,Colombia,GS
2,PSU,Prince of Songkla University,HERBARIUM,ZooKeys,10.3897/zookeys.793.29221;10.3897/zookeys.693.14769,TH,Thailand,GS
2,NHMC,"Natural History Museum, Rangoon",,ZooKeys,10.3897/zookeys.789.27022,MM,Myanmar,GN
2,SDMC,,,ZooKeys,10.3897/zookeys.788.26282,,,
2,PSUNHM,,,ZooKeys,10.3897/zookeys.787.28098,,,
2,AIM,Auckland Institute and Museum,,ZooKeys,10.3897/zookeys.786.28539,NZ,New Zealand,GN
2,ANDA,Andalas University,HERBARIUM,MycoKeys,10.3897/mycokeys.17.10153,ID,Indonesia,GS
2,SFSU,San Francisco State University,HERBARIUM,MycoKeys,10.3897/mycokeys.18.10007,US,United States,GN
2,TNS,National Museum of Nature and Science,HERBARIUM,PhytoKeys,10.3897/phytokeys.113.29103;10.3897/phytokeys.148.48957,JP,Japan,GN
2,ATH,Goulandris Natural History Museum,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.10381,GR,Greece,GN
2,ATHU,National and Kapodistrian University of Athens,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.10381,GR,Greece,GN
2,USMS,University of Southern Mississippi,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.10380,US,United States,GN
2,ODU,Old Dominion University,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.10380,US,United States,GN
2,MMNS,Mississippi Museum of Natural Science,HERBARIUM,PhytoKeys,10.3897/phytokeys.74.10380,US,United States,GN
2,OSA,Osaka Museum of Natural History,HERBARIUM,PhytoKeys,10.3897/phytokeys.73.10019,JP,Japan,GN
2,CAHUP,University of the Philippines Los Baños,HERBARIUM,PhytoKeys,10.3897/phytokeys.73.10055,PH,Philippines,GS
2,BPL,Museum of Barnstaple & North Devon,HERBARIUM,PhytoKeys,10.3897/phytokeys.73.10055,GB,United Kingdom,GN
2,UPLB,"Museum of Natural History, University of the Philippines",,PhytoKeys,10.3897/phytokeys.73.10055,PH,Philippines,GS
2,AMAZ,Universidad Nacional de la Amazónia Peruana,HERBARIUM,PhytoKeys,10.3897/phytokeys.64.6864,PE,Peru,GS
2,HAO,Universidad Privada Antenor Orrego,HERBARIUM,PhytoKeys,10.3897/phytokeys.64.6864;10.3897/phytokeys.63.8895,PE,Peru,GS
2,SMBL,"Seto Marine Biological Laboratory, Kyoto University",,ZooKeys,10.3897/zookeys.522.10294,JP,Japan,GN
2,SP,Instituto de Botânica,HERBARIUM,ZooKeys,10.3897/zookeys.754.24276,BR,Brazil,GS
2,EFC,Escola de Florestas,HERBARIUM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.742.22854;10.3897/jhr.76.38340,BR,Brazil,GS
2,NTUM,National Taiwan University,,ZooKeys,10.3897/zookeys.740.21729,TW,Taiwan,GN
2,IMAU,"Inner Mongolia Agricultural University, Key Laboratory of Dairy Biotechnology and Engineering",,ZooKeys,10.3897/zookeys.725.21267;10.3897/zookeys.1000.57577,CN,China,GS
2,MCP,Pontificia Universidade Catolica do Rio Grande do Sul,,Zoosystematics and Evolution,10.3897/zse.94.22106,BR,Brazil,GS
2,BUPL,Bucknell University,HERBARIUM,PhytoKeys,10.3897/phytokeys.63.7743;10.3897/phytokeys.61.6995,US,United States,GN
2,CONN,University of Connecticut,HERBARIUM,PhytoKeys,10.3897/phytokeys.63.7743;10.3897/phytokeys.61.6995,US,United States,GN
2,MH,Tamil Nadu Agricultural University Campus at Coimbatore,HERBARIUM,PhytoKeys,10.3897/phytokeys.62.7623,IN,India,GS
2,PUH,University of the Philippines,HERBARIUM,PhytoKeys,10.3897/phytokeys.61.7295,PH,Philippines,GS
2,DNA,Department of Environment Parks and Water Security,HERBARIUM,PhytoKeys,10.3897/phytokeys.61.6995;10.3897/phytokeys.124.33526,AU,Australia,GN
2,AS,Paleontological Collection,,PhytoKeys,10.3897/phytokeys.57.5784,DE,Germany,GN
2,TCD,Trinity College,HERBARIUM,PhytoKeys,10.3897/phytokeys.57.5339,IE,Ireland,GN
2,TEFH,Universidad Nacional Autónoma de Honduras,HERBARIUM,PhytoKeys,10.3897/phytokeys.57.5339,HN,Honduras,GS
2,NBC,,,ZooKeys,10.3897/zookeys.858.34663;10.3897/zookeys.906.48501,,,
2,FSUNS,"Faculty of Science, The University of Novi Sad",,ZooKeys,10.3897/zookeys.858.34663,,,
2,HWML,Howard W. Manter Laboratory of Parasitology,,ZooKeys,10.3897/zookeys.852.28964,US,United States,GN
2,CHE,Société Nationale des Sciences Naturelles et Mathématiques de Cherbourg,HERBARIUM,ZooKeys,10.3897/zookeys.852.28964,FR,France,GN
2,NMN,Northamptonshire Natural History Society,HERBARIUM,ZooKeys,10.3897/zookeys.851.31802,GB,United Kingdom,GN
2,DZUC,Departamento de Zoologia da Universidade de Coimbra,,ZooKeys,10.3897/zookeys.841.33549,PT,Portugal,GN
2,NWU,Northwestern University,HERBARIUM,ZooKeys,10.3897/zookeys.841.32364,US,United States,GN
2,UNHC,,,ZooKeys,10.3897/zookeys.688.19867,,,
2,NMB,Naturhistorisches Museum Basel,MUSEUM,ZooKeys,10.3897/zookeys.539.6108,CH,Switzerland,GN
2,DMSA,Durban Natural Science Museum,MUSEUM,ZooKeys,10.3897/zookeys.688.13632,ZA,South Africa,GS
2,CBSS,,,ZooKeys,10.3897/zookeys.687.13844,,,
2,ZAFU,,,ZooKeys,10.3897/zookeys.682.11767;10.3897/zookeys.991.47725,,,
2,UV,Departamento de Biologia de la Universidad del Valle,,ZooKeys,10.3897/zookeys.658.10928,CO,Colombia,GS
2,CI,Carnegie Institution of Washington,HERBARIUM,ZooKeys,10.3897/zookeys.658.10928,US,United States,GN
2,UFRN,Universidade Federal do Rio Grande do Norte,HERBARIUM,MycoKeys,10.3897/mycokeys.62.39699,BR,Brazil,GS
2,LJF,Slovenian Forestry Institute,HERBARIUM,MycoKeys,10.3897/mycokeys.62.39699,SI,Slovenia,GN
2,KKU,"Herbarium, Department of Biology, Khon Kaen University",,ZooKeys,10.3897/zookeys.911.38496,TH,Thailand,GS
2,SNU,,,ZooKeys,10.3897/zookeys.546.6335,,,
2,CCDB,Crustacean Collection of the Department of Biology,,ZooKeys,10.3897/zookeys.577.7301,BR,Brazil,GS
2,IZ-CAS,,,ZooKeys,10.3897/zookeys.945.53480;10.3897/zookeys.1037.67300,,,
2,ITBCZ,,,ZooKeys,10.3897/zookeys.672.10624,,,
2,MAGNT,Museum and Art Gallery of the Northern Territory,MUSEUM,ZooKeys,10.3897/zookeys.653.11177,AU,Australia,GN
2,ABTC,"Australian Biological Tissue Collection, South Australian Museum",MUSEUM,ZooKeys,10.3897/zookeys.653.11177,AU,Australia,GN
2,MUSA,"Universidad Nacional de San Agustin, Museo de Historia Natural (Peru)",,Nota Lepidopterologica;ZooKeys,10.3897/nl.43.54177;10.3897/zookeys.996.53958,,,
2,CUVC,Universidad del Valle,HERBARIUM,PhytoKeys,10.3897/phytokeys.162.55891,CO,Colombia,GS
2,SSUC,Pontificia Universidad Católica de Chile,HERBARIUM,ZooKeys,10.3897/zookeys.632.9528,CL,Chile,GS
2,NNU,,,ZooKeys,10.3897/zookeys.980.52186,,,
2,CSFI,Central-South Forestry University,HERBARIUM,PhytoKeys,10.3897/phytokeys.166.55731,CN,China,GS
2,LE,Servico de Microbiologia e Imunologia,,PhytoKeys,10.3897/phytokeys.166.55731,BR,Brazil,GS
2,KB,National Institute of Biological Resources,HERBARIUM,PhytoKeys,10.3897/phytokeys.77.11345,KR,"Korea, Republic of",GN
2,CB,The CB Rhizobium Collection,,PhytoKeys,10.3897/phytokeys.77.11345,AU,Australia,GN
2,HHU,Hallym University,,PhytoKeys,10.3897/phytokeys.77.11345,KR,"Korea, Republic of",GN
2,KRIB,Korea Research Institute of Bioscience and Biotechnology,HERBARIUM,PhytoKeys,10.3897/phytokeys.77.11345,KR,"Korea, Republic of",GN
2,CHR,Manaaki Whenua - Landcare Research,HERBARIUM,PhytoKeys,10.3897/phytokeys.75.10328,NZ,New Zealand,GN
2,AK,Auckland War Memorial Museum,HERBARIUM,PhytoKeys,10.3897/phytokeys.75.10328,NZ,New Zealand,GN
2,WELT,Museum of New Zealand Te Papa Tongarewa,HERBARIUM,PhytoKeys,10.3897/phytokeys.75.10328,NZ,New Zealand,GN
2,WAIK,University of Waikato,HERBARIUM,PhytoKeys,10.3897/phytokeys.75.10328,NZ,New Zealand,GN
2,HUTB,Hainan University,HERBARIUM,PhytoKeys,10.3897/phytokeys.157.50246,CN,China,GS
2,JIU,Jishou University,HERBARIUM,PhytoKeys,10.3897/phytokeys.156.49137,CN,China,GS
2,GXMG,Guangxi Medicinal Botanic Garden,HERBARIUM,PhytoKeys,10.3897/phytokeys.153.52796,CN,China,GS
2,MZLQ,,,Subterranean Biology,10.3897/subtbiol.36.54034;10.3897/subtbiol.27.25777,,,
2,HIB,Wuhan Institute of Botany,HERBARIUM,PhytoKeys,10.3897/phytokeys.167.58538,CN,China,GS
2,CERPE,,,ZooKeys,10.3897/zookeys.999.53130;10.3897/zookeys.1001.58447,,,
2,MHU,Makerere University,HERBARIUM,Journal of Orthoptera Research,10.3897/jor.29.49821,UG,Uganda,GS
2,ISER,Institutul Speologie Emil G. Racovita,,ZooKeys,10.3897/zookeys.1004.58537,RO,Romania,GN
2,NNM,"National Museum of Natural History, Naturalis",MUSEUM,ZooKeys,10.3897/zookeys.557.6298,NL,Netherlands,GN
2,PC,,,MycoKeys,10.3897/mycokeys.76.58179,,,
2,UFLA,,,Subterranean Biology,10.3897/subtbiol.37.60483,,,
2,MUVHN,,,Subterranean Biology,10.3897/subtbiol.37.60483,,,
2,FRIM,"Forest Research Institute, Malaysia",,MycoKeys,10.3897/mycokeys.77.57394,MY,Malaysia,GS
2,ZT,Eidgenössische Technische Hochschule Zürich,HERBARIUM,MycoKeys,10.3897/mycokeys.77.57394,CH,Switzerland,GN
2,SZMN,Siberian Zoological Museum,,ZooKeys,10.3897/zookeys.1024.60393,RU,Russian Federation,GN
2,MUCR,Museo de Insectos,,ZooKeys,10.3897/zookeys.1024.56927,CR,Costa Rica,GS
2,ZMHNU,,,ZooKeys,10.3897/zookeys.1028.60838,,,
2,CUNHM,,,ZooKeys,10.3897/zookeys.1031.57836,,,
2,KUN-HKAS,,,MycoKeys,10.3897/mycokeys.79.66302,,,
2,ANDES-E,,,ZooKeys,10.3897/zookeys.1036.64230,,,
2,SGO,Museo Nacional de Historia Natural,HERBARIUM,MycoKeys,10.3897/mycokeys.80.64435,CL,Chile,GS
2,CeNak,,,Evolutionary Systematics,10.3897/evolsyst.2.29172,,,
2,SIF SB RAS,,,ZooKeys,10.3897/zookeys.835.33166;10.3897/zookeys.736.20739,,,
2,CSCS,"California State University, Turlock",,ZooKeys,10.3897/zookeys.829.30086,,,
2,ETAM,,,ZooKeys,10.3897/zookeys.825.29029,,,
2,IFAS,,,ZooKeys,10.3897/zookeys.881.36744;10.3897/zookeys.1017.60990,,,
2,MHNM,Muséum d'histoire naturelle de Marseille,,Zoosystematics and Evolution;ZooKeys,10.3897/zse.94.29115;10.3897/zookeys.901.39432,FR,France,GN
2,NMSW,,,Zoosystematics and Evolution,10.3897/zse.93.10995,,,
2,Academy of Natural Sciences of Philadelphia,,,Zoosystematics and Evolution,10.3897/zse.93.10802,,,
2,LATLAX,,,ZooKeys,10.3897/zookeys.892.39558;10.3897/zookeys.802.28445,,,
2,RCKO,,,ZooKeys,10.3897/zookeys.800.26292,,,
2,RCEA,,,ZooKeys,10.3897/zookeys.800.26292,,,
2,RCRH,,,ZooKeys,10.3897/zookeys.800.26292,,,
2,RCJR,,,ZooKeys,10.3897/zookeys.800.26292,,,
2,ZJPC,,,ZooKeys,10.3897/zookeys.796.21515,,,
2,MUTPL,,,Journal of Hymenoptera Research,10.3897/jhr.51.9830,,,
2,SEAG,,,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.51.9075;10.3897/zookeys.927.49584,,,
2,MNHT,,,Journal of Hymenoptera Research,10.3897/jhr.52.10067,,,
2,RGB,,,Journal of Hymenoptera Research,10.3897/jhr.52.10067,,,
2,A.E.I,,,Journal of Hymenoptera Research,10.3897/jhr.64.24282,,,
2,PAN,Panjab University,HERBARIUM,Journal of Hymenoptera Research,10.3897/jhr.72.38908,IN,India,GS
2,OPPC,,,Journal of Hymenoptera Research,10.3897/jhr.73.32256,,,
2,GZU,Karl-Franzens-Universität Graz,HERBARIUM,MycoKeys;ZooKeys,10.3897/mycokeys.13.8824;10.3897/zookeys.709.14755,AT,Austria,GN
2,SEM,,,ZooKeys,10.3897/zookeys.789.27356;10.3897/zookeys.754.24210,,,
2,BVC,Buena Vista College,,ZooKeys,10.3897/zookeys.788.26325,,,
2,MLC,,,ZooKeys,10.3897/zookeys.788.26325,,,
2,CSIRO,Australian National Fish Collection,MUSEUM,ZooKeys,10.3897/zookeys.783.26862,AU,Australia,GN
2,UGSB,,,ZooKeys,10.3897/zookeys.782.26797,,,
2,ZMBH,,,ZooKeys,10.3897/zookeys.770.24908,,,
2,cMS,Christian Missionary Society College,HERBARIUM,ZooKeys,10.3897/zookeys.764.24581,IN,India,GS
2,Olympic National Park,,,MycoKeys,10.3897/mycokeys.18.10007,,,
2,CERC,,,MycoKeys,10.3897/mycokeys.26.14688,,,
2,CSFF,,,MycoKeys,10.3897/mycokeys.26.14688,,,
2,LESF,,,MycoKeys,10.3897/mycokeys.46.30951,,,
2,KSS,,,Nota Lepidopterologica,10.3897/nl.40.13085,,,
2,IBEB,,,Nota Lepidopterologica,10.3897/nl.41.26835,,,
2,NOU,Institut de Recherche pour le Développement (IRD),HERBARIUM,PhytoKeys,10.3897/phytokeys.119.32221,NC,New Caledonia,GS
2,CNMO,,,Subterranean Biology,10.3897/subtbiol.29.34123,,,
2,SEABRI,,,PhytoKeys;ZooKeys,10.3897/phytokeys.94.21553;10.3897/zookeys.646.11049,,,
2,CReefs,,,ZooKeys,10.3897/zookeys.733.20474,,,
2,IZSAV,,,ZooKeys,10.3897/zookeys.704.13304,,,
2,Environmental Resources Research Centre (ERRC),,,PhytoKeys,10.3897/phytokeys.62.7623,,,
2,ASUC,,,ZooKeys,10.3897/zookeys.854.35133,,,
2,UMO,University of Maine,,ZooKeys,10.3897/zookeys.853.33311,US,United States,GN
2,AMK,,,ZooKeys,10.3897/zookeys.842.33609,,,
2,BMCP,,,ZooKeys,10.3897/zookeys.524.5990,,,
2,BIO,University of the Basque Country (UPV/EHU),HERBARIUM,ZooKeys,10.3897/zookeys.527.6087,,,
2,JUO,,,ZooKeys,10.3897/zookeys.529.6139;10.3897/zookeys.564.6560,,,
2,RHTC,,,ZooKeys,10.3897/zookeys.532.6587,,,
2,ACMT,,,ZooKeys,10.3897/zookeys.532.6587,,,
2,MNHNCL,Museo Nacional de Historia Natural de Chile,MUSEUM,ZooKeys,10.3897/zookeys.539.6157;10.3897/zookeys.555.6011,CL,Chile,GS
2,Muséum national d’Histoire naturelle (MNHN),,,ZooKeys,10.3897/zookeys.539.6664,,,
2,CXMNC,,,ZooKeys,10.3897/zookeys.547.9698,,,
2,IBSS,,,ZooKeys,10.3897/zookeys.692.12062,,,
2,TGPC,,,ZooKeys,10.3897/zookeys.688.13632,,,
2,SAEON,,,ZooKeys,10.3897/zookeys.676.12987,,,
2,MEPN,,,ZooKeys,10.3897/zookeys.673.12108;10.3897/zookeys.1036.62034,,,
2,USCO,,,ZooKeys,10.3897/zookeys.668.11347,,,
2,SWIMS,,,ZooKeys,10.3897/zookeys.662.11908,,,
2,BITS,,,ZooKeys,10.3897/zookeys.656.11676;10.3897/zookeys.663.11635,,,
2,RCNM,,,ZooKeys,10.3897/zookeys.917.39270,,,
2,JCK,,,Nota Lepidopterologica,10.3897/nl.40.14528,,,
2,PGC,The Petersburg Garden Club,,Nota Lepidopterologica,10.3897/nl.40.14528,US,United States,GN
2,ZUBM,,,ZooKeys,10.3897/zookeys.545.6111,,,
2,CESC,,,ZooKeys,10.3897/zookeys.558.6671,,,
2,HAASM,,,ZooKeys,10.3897/zookeys.559.6076,,,
2,ICCC,,,ZooKeys,10.3897/zookeys.559.6812,,,
2,VM,"Muzeum regionu Valašsko, p. o. (Museum of the Moravian Wallachia region, state funded organisation)",HERBARIUM,ZooKeys,10.3897/zookeys.572.6763,CZ,Czechia,GN
2,MR,,,ZooKeys,10.3897/zookeys.572.6763,,,
2,MZ,"Museum of the Earth, Polish Academy of Sciences",,ZooKeys,10.3897/zookeys.572.6763,,,
2,LTZU,,,ZooKeys,10.3897/zookeys.574.6129,,,
2,PTLC,,,ZooKeys,10.3897/zookeys.577.7301,,,
2,ZKZC,,,ZooKeys,10.3897/zookeys.577.7301,,,
2,CSE,,,ZooKeys,10.3897/zookeys.577.7301,,,
2,ANSES/LSV,,,ZooKeys,10.3897/zookeys.584.8065,,,
2,PCLB,,,ZooKeys,10.3897/zookeys.587.7961,,,
2,MUN,,,ZooKeys,10.3897/zookeys.593.8412,,,
2,Museo Ecuatoriano de Ciencias Naturales,,,ZooKeys,10.3897/zookeys.593.8063,,,
2,CBWX,,,ZooKeys,10.3897/zookeys.595.7569,,,
2,National Marine Fisheries Service,,,ZooKeys,10.3897/zookeys.596.8217,,,
2,ACG,,,Journal of Hymenoptera Research,10.3897/jhr.77.50577,,,
2,JICA,"DOI/NPS, Jimmy Carter National Historic Site",,Journal of Hymenoptera Research,10.3897/jhr.77.50577,US,United States,GN
2,QAU,,,ZooKeys,10.3897/zookeys.953.49557,,,
2,SMN,Simao District National Medical and Pharmaceutical Institute,HERBARIUM,Deutsche Entomologische Zeitschrift,10.3897/dez.67.53199,CN,China,GS
2,MCSN,"Museo Civico di Storia Naturale, Verona",,Deutsche Entomologische Zeitschrift,10.3897/dez.67.53199,IT,Italy,GN
2,EMU,"Eastern Michigan University, T. L. Hankinson Vertebrate Museum",UNIVERSITY_COLLEGE,ZooKeys,10.3897/zookeys.671.9081,US,United States,GN
2,HUNAU,,,ZooKeys,10.3897/zookeys.668.11896;10.3897/zookeys.609.8288,,,
